RowId+30:30AA141:261:42AA141:261:54AA141:261:661:26,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,ClassID,TopicID,QuestionID,ResponseID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3,Report
BRFSS~2017~2017~30~Q33~TOC08~AGE~RACE,2017,2017,MT,Montana,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,78.9,78.9,,,76.2,81.4,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-109.42442064499971 47.06652897200047),C01,TOC08,Q33,,30,AGE,65PLUS,RACE,WHT,,,
BRFSS~2016~2021~26~Q41~TCC03~AGE~RACE,2016,2021,MI,Michigan,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-84.71439026999968 44.6613195430005),C06,TCC03,Q41,,26,AGE,65PLUS,RACE,HIS,,,
BRFSS~2015~2015~37~Q04~TOC04~AGE~RACE,2015,2015,NC,North Carolina,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,97,97,,,93.9,98.6,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-79.15925046299964 35.466220975000454),C01,TOC04,Q04,,37,AGE,65PLUS,RACE,BLK,,,
BRFSS~2017~2017~20~Q36~TGC01~AGE~RACE,2017,2017,KS,Kansas,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-98.20078122699965 38.34774030000045),C07,TGC01,Q36,,20,AGE,65PLUS,RACE,ASN,,,
BRFSS~2019~2019~08~Q21~TAC03~AGE~GENDER,2019,2019,CO,Colorado,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,4.3,4.3,,,3.2,5.8,,Age Group,65 years or older,Gender,Male,,,POINT (-106.13361092099967 38.843840757000464),C04,TAC03,Q21,,8,AGE,65PLUS,GENDER,MALE,,,
BRFSS~2020~2020~12~Q12~TSC01~AGE~RACE,2020,2020,FL,Florida,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,88.6,88.6,,,73.8,95.6,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-81.92896053899966 28.932040377000476),C03,TSC01,Q12,,12,AGE,5064,RACE,BLK,,,
BRFSS~2016~2021~35~Q30~TCC01~AGE~RACE,2016,2021,NM,New Mexico,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,11.1,11.1,,,9.5,13,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-106.24058098499967 34.52088095200048),C06,TCC01,Q30,,35,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2020~2020~72~Q33~TOC08~AGE~RACE,2020,2020,PR,Puerto Rico,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-66.590149 18.220833),C01,TOC08,Q33,,72,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2015~2015~05~Q17~TAC01~AGE~RACE,2015,2015,AR,Arkansas,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,24.6,24.6,,,16.1,35.7,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-92.27449074299966 34.74865012400045),C04,TAC01,Q17,,5,AGE,5064,RACE,BLK,,,
BRFSS~2020~2020~41~Q12~TSC01~AGE~OVERALL,2020,2020,OR,Oregon,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,%,PRCTG,Percentage,73.4,73.4,,,69.4,77.1,,Age Group,65 years or older,,,,,POINT (-120.15503132599969 44.56744942400047),C03,TSC01,Q12,,41,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2015~2015~21~Q21~TAC03~AGE~RACE,2015,2015,KY,Kentucky,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,7.5,7.5,,,4.2,13,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-84.77497104799966 37.645970271000465),C04,TAC03,Q21,,21,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2016~2016~13~Q35~TOC03~AGE~OVERALL,2016,2016,GA,Georgia,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,6.5,6.5,,,5.7,7.4,,Age Group,65 years or older,,,,,POINT (-83.62758034599966 32.83968109300048),C01,TOC03,Q35,,13,AGE,65PLUS,OVERALL,OVERALL,,,
BRFSS~2019~2019~15~Q04~TOC04~AGE~OVERALL,2019,2019,HI,Hawaii,BRFSS,Overall Health,Taking medication for high blood pressure,Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure,,%,PRCTG,Percentage,86.6,86.6,,,84.7,88.4,,Age Group,Overall,,,,,POINT (-157.85774940299973 21.304850435000446),C01,TOC04,Q04,,15,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2020~2020~9004~Q05~TOC06~AGE~RACE,2020,2020,WEST,West,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,2.1,2.1,,,1.2,3.6,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,,C01,TOC06,Q05,,9004,AGE,5064,RACE,ASN,,,
BRFSS~2018~2018~05~Q20~TSC03~AGE~RACE,2018,2018,AR,Arkansas,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-92.27449074299966 34.74865012400045),C03,TSC03,Q20,,5,AGE,65PLUS,RACE,HIS,,,
BRFSS~2016~2016~06~Q40~TGC05~AGE~RACE,2016,2016,CA,California,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-120.99999953799971 37.63864012300047),C07,TGC05,Q40,,6,AGE,AGE_OVERALL,RACE,BLK,,,
BRFSS~2016~2021~02~Q40~TGC05~AGE~RACE,2016,2021,AK,Alaska,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-147.72205903599973 64.84507995700051),C07,TGC05,Q40,,2,AGE,65PLUS,RACE,NAA,,,
BRFSS~2015~2015~26~Q17~TAC01~AGE~OVERALL,2015,2015,MI,Michigan,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,17.5,17.5,,,16.2,18.9,,Age Group,Overall,,,,,POINT (-84.71439026999968 44.6613195430005),C04,TAC01,Q17,,26,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2021~2021~01~Q19~TSC04~AGE~RACE,2021,2021,AL,Alabama,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,,,POINT (-86.63186076199969 32.84057112200048),C03,TSC04,Q19,,1,AGE,5064,RACE,HIS,,,
BRFSS~2015~2015~05~Q33~TOC08~AGE~RACE,2015,2015,AR,Arkansas,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",,%,PRCTG,Percentage,70.4,70.4,,,67.4,73.4,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-92.27449074299966 34.74865012400045),C01,TOC08,Q33,,5,AGE,65PLUS,RACE,WHT,,,
BRFSS~2020~2020~35~Q17~TAC01~AGE~RACE,2020,2020,NM,New Mexico,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,%,PRCTG,Percentage,13.9,13.9,,,9.8,19.3,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-106.24058098499967 34.52088095200048),C04,TAC01,Q17,,35,AGE,65PLUS,RACE,HIS,,,
BRFSS~2018~2018~12~Q19~TSC04~AGE~RACE,2018,2018,FL,Florida,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,,%,PRCTG,Percentage,45.6,45.6,,,29.3,62.8,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-81.92896053899966 28.932040377000476),C03,TSC04,Q19,,12,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2020~2020~23~Q16~TNC03~AGE~RACE,2020,2020,ME,Maine,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,%,PRCTG,Percentage,,,~,No Data Available,,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-68.98503133599962 45.254228894000505),C02,TNC03,Q16,,23,AGE,5064,RACE,ASN,,,
BRFSS~2020~2020~08~Q35~TOC03~AGE~RACE,2020,2020,CO,Colorado,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,,Number,MEAN,Mean,4.6,4.6,,,4,5.1,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-106.13361092099967 38.843840757000464),C01,TOC03,Q35,,8,AGE,5064,RACE,WHT,,,
BRFSS~2018~2018~09~Q15~TSC02~AGE~GENDER,2018,2018,CT,Connecticut,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,%,PRCTG,Percentage,74.9,74.9,,,72.9,76.8,,Age Group,Overall,Gender,Female,,,POINT (-72.64984095199964 41.56266102000046),C03,TSC02,Q15,,9,AGE,AGE_OVERALL,GENDER,FEMALE,,,
BRFSS~2015~2015~08~Q21~TAC03~AGE~RACE,2015,2015,CO,Colorado,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-106.13361092099967 38.843840757000464),C04,TAC03,Q21,,8,AGE,65PLUS,RACE,BLK,,,
BRFSS~2020~2020~20~Q43~TOC11~AGE~RACE,2020,2020,KS,Kansas,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,,POINT (-98.20078122699965 38.34774030000045),C01,TOC11,Q43,,20,AGE,AGE_OVERALL,RACE,NAA,,,
BRFSS~2021~2021~42~Q46~TOC10~AGE~RACE,2021,2021,PA,Pennsylvania,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",,%,PRCTG,Percentage,49.1,49.1,,,38.1,60.1,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,,POINT (-77.86070029399963 40.79373015200048),C01,TOC10,Q46,,42,AGE,65PLUS,RACE,BLK,,,
BRFSS~2016~2021~30~Q30~TCC01~AGE~RACE,2016,2021,MT,Montana,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,,%,PRCTG,Percentage,10.1,10.1,,,8.4,12,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,,POINT (-109.42442064499971 47.06652897200047),C06,TCC01,Q30,,30,AGE,65PLUS,RACE,WHT,,,
BRFSS~2018~2018~05~Q27~TMC03~AGE~OVERALL,2018,2018,AR,Arkansas,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,19.2,19.2,,,17.5,20.9,,Age Group,Overall,,,,,POINT (-92.27449074299966 34.74865012400045),C05,TMC03,Q27,,5,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2016~2016~05~Q10~TSC10~AGE~RACE,2016,2016,AR,Arkansas,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-92.27449074299966 34.74865012400045),C03,TSC10,Q10,,5,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2018~2018~12~Q08~TOC01~AGE~RACE,2018,2018,FL,Florida,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),,Number,MEAN,Mean,5.5,5.5,,,4.8,6.1,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,,POINT (-81.92896053899966 28.932040377000476),C01,TOC01,Q08,,12,AGE,5064,RACE,WHT,,,
BRFSS~2018~2018~10~Q10~TSC10~AGE~RACE,2018,2018,DE,Delaware,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,%,PRCTG,Percentage,27.3,27.3,,,17.6,39.8,,Age Group,Overall,Race/Ethnicity,Hispanic,,,POINT (-75.57774116799965 39.008830667000495),C03,TSC10,Q10,,10,AGE,AGE_OVERALL,RACE,HIS,,,
BRFSS~2016~2016~20~Q05~TOC06~AGE~GENDER,2016,2016,KS,Kansas,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,10,10,,,8.3,11.9,,Age Group,50-64 years,Gender,Male,,,POINT (-98.20078122699965 38.34774030000045),C01,TOC06,Q05,,20,AGE,5064,GENDER,MALE,,,
BRFSS~2021~2021~40~Q01~TNC01~AGE~RACE,2021,2021,OK,Oklahoma,BRFSS,Nutrition/Physical Activity/Obesity,Eating 2 or more fruits daily,Percentage of older adults who are eating 2 or more fruits daily,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-97.52107021399968 35.47203135600046),C02,TNC01,Q01,,40,AGE,65PLUS,RACE,HIS,,,
BRFSS~2017~2017~24~Q36~TGC01~AGE~RACE,2017,2017,MD,Maryland,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,,,POINT (-76.60926011099963 39.29058096400047),C07,TGC01,Q36,,24,AGE,65PLUS,RACE,HIS,,,
BRFSS~2019~2019~15~Q27~TMC03~AGE~RACE,2019,2019,HI,Hawaii,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,,%,PRCTG,Percentage,9.2,9.2,,,6.9,12.1,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,,POINT (-157.85774940299973 21.304850435000446),C05,TMC03,Q27,,15,AGE,65PLUS,RACE,ASN,,,
BRFSS~2021~2021~55~Q36~TGC01~AGE~OVERALL,2021,2021,WI,Wisconsin,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,,%,PRCTG,Percentage,23,23,,,21.1,24.9,,Age Group,Overall,,,,,POINT (-89.81637074199966 44.39319117400049),C07,TGC01,Q36,,55,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2021~2021~13~Q14~TSC06~AGE~RACE,2021,2021,GA,Georgia,BRFSS,Screenings and Vaccines,Cholesterol checked in past 5 years,Percentage of older adults who had a cholesterol screening within the past 5 years,,%,PRCTG,Percentage,96.3,96.3,,,95.1,97.2,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,,POINT (-83.62758034599966 32.83968109300048),C03,TSC06,Q14,,13,AGE,AGE_OVERALL,RACE,WHT,,,
BRFSS~2020~2020~09~Q05~TOC06~AGE~OVERALL,2020,2020,CT,Connecticut,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,7.6,7.6,,,6.5,8.8,,Age Group,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),C01,TOC06,Q05,,9,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2020~2020~53~Q05~TOC06~AGE~OVERALL,2020,2020,WA,Washington,BRFSS,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,,%,PRCTG,Percentage,11,11,,,10.1,12,,Age Group,Overall,,,,,POINT (-120.47001078999972 47.52227862900048),C01,TOC06,Q05,,53,AGE,AGE_OVERALL,OVERALL,OVERALL,,,
BRFSS~2016~2016~11~Q13~TNC04~AGE~GENDER,2016,2016,DC,District of Columbia,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,%,PRCTG,Percentage,36.5,36.5,,,32.2,41.1,,Age Group,50-64 years,Gender,Female,,,POINT (-77.036871 38.907192),C02,TNC04,Q13,,11,AGE,5064,GENDER,FEMALE,,,
